  10   500.08  1.5948    0.028700
  10   501.53  1.5929    0.023708
  10   502.97  1.5940    0.018683
  10   504.42  1.5974    0.028317
  10   505.87  1.5976    0.033113
  10   507.31  1.5978    0.037889
  10   508.76  1.5977    0.042661
  10   510.21  1.6010    0.042390
  10   511.66  1.6010    0.061699
  10   513.10  1.5922    0.071793
  10   514.55  1.5831    0.072139
  10   516.00  1.5760    0.072357
  10   517.44  1.5684    0.072605
  10   518.89  1.5600    0.067960
  10   520.34  1.5604    0.048115
  10   521.78  1.5650    0.052645
  10   523.23  1.5641    0.052540
  10   524.68  1.5637    0.047565
  10   526.12  1.5660    0.042515
  10   527.57  1.5716    0.037386
  10   529.02  1.5771    0.041821
  10   530.46  1.5786    0.046382
  10   531.91  1.5790    0.046235
  10   533.36  1.5805    0.046040
  10   534.80  1.5826    0.045817
  10   536.25  1.5859    0.045541
  10   537.70  1.5886    0.049949
  10   539.14  1.5881    0.054489
  10   540.59  1.5892    0.049644
  10   542.04  1.5918    0.054001
  10   543.48  1.5936    0.053760
  10   544.93  1.5951    0.058132
  10   546.38  1.5961    0.057916
  10   547.82  1.5965    0.062306
  10   549.27  1.5989    0.057453
  10   550.72  1.6011    0.066253
  10   552.16  1.6004    0.066114
  10   553.61  1.6017    0.065858
  10   555.06  1.6054    0.065460
  10   556.50  1.6075    0.074137
  10   557.95  1.6051    0.078579
  10   559.40  1.6058    0.073852
  10   560.84  1.6059    0.082583
  10   562.29  1.6051    0.077961
  10   563.74  1.6088    0.077504
  10   565.18  1.6101    0.086076
  10   566.63  1.6094    0.085900
  10   568.08  1.6085    0.090164
  10   569.52  1.6093    0.085461
  10   570.97  1.6122    0.089421
  10   572.42  1.6124    0.093555
  10   573.86  1.6130    0.093267
  10   575.31  1.6136    0.097353
  10   576.76  1.6137    0.097088
  10   578.20  1.6166    0.096614
  10   579.65  1.6174    0.10497
  10   581.10  1.6163    0.10480
  10   582.54  1.6177    0.10441
  10   583.99  1.6195    0.10830
  10   585.44  1.6194    0.11234
  10   586.88  1.6199    0.11201
  10   588.33  1.6208    0.11594
  10   589.78  1.6224    0.11550
  10   591.22  1.6229    0.12371
  10   592.67  1.6220    0.12349
  10   594.12  1.6217    0.12746
  10   595.56  1.6218    0.12714
  10   597.01  1.6221    0.13105
  10   598.46  1.6226    0.13067
  10   599.91  1.6239    0.13445
  10   601.35  1.6233    0.13840
  10   602.80  1.6235    0.13805
  10   604.25  1.6240    0.14188
  10   605.69  1.6253    0.14139
  10   607.14  1.6249    0.14949
  10   608.59  1.6254    0.14488
  10   610.03  1.6269    0.15273
  10   611.48  1.6274    0.15230
  10   612.93  1.6273    0.16029
  10   614.37  1.6263    0.16003
  10   615.82  1.6265    0.16379
  10   617.27  1.6252    0.16772
  10   618.71  1.6243    0.16744
  10   620.16  1.6265    0.16677
  10   621.61  1.6277    0.17451
  10   623.05  1.6259    0.17848
  10   624.50  1.6255    0.17811
  10   625.95  1.6262    0.18174
  10   627.39  1.6261    0.18545
  10   628.84  1.6255    0.18923
  10   630.29  1.6239    0.19314
  10   631.73  1.6232    0.19279
  10   633.18  1.6237    0.19639
  10   634.63  1.6232    0.20012
  10   636.07  1.6216    0.20400
  10   637.52  1.6211    0.20362
  10   638.97  1.6216    0.20717
  10   640.41  1.6214    0.21084
  10   641.86  1.6207    0.21457
  10   643.31  1.6191    0.21843
  10   644.75  1.6190    0.21794
  10   646.20  1.6182    0.22577
  10   647.65  1.6164    0.22554
  10   649.09  1.6162    0.22916
  10   650.54  1.6152    0.23290
  10   651.99  1.6134    0.23678
  10   653.43  1.6129    0.23632
  10   654.88  1.6118    0.24418
  10   656.33  1.6096    0.24399
  10   657.77  1.6089    0.24767
  10   659.22  1.6069    0.25155
  10   660.67  1.6063    0.25110
  10   662.11  1.6049    0.25897
  10   663.56  1.6024    0.25884
  10   665.01  1.6012    0.26259
  10   666.45  1.5981    0.26666
  10   667.90  1.5977    0.26206
  10   669.35  1.5988    0.26946
  10   670.79  1.5970    0.27328
  10   672.24  1.5951    0.27714
  10   673.69  1.5922    0.28118
  10   675.13  1.5904    0.28093
  10   676.58  1.5897    0.28455
  10   678.03  1.5882    0.28831
  10   679.47  1.5862    0.29218
  10   680.92  1.5832    0.29623
  10   682.37  1.5817    0.29590
  10   683.81  1.5794    0.30394
  10   685.26  1.5759    0.30402
  10   686.71  1.5731    0.30805
  10   688.15  1.5707    0.30789
  10   689.60  1.5692    0.31166
  10   691.05  1.5661    0.31577
  10   692.49  1.5636    0.31563
  10   693.94  1.5620    0.31942
  10   695.39  1.5588    0.32355
  10   696.84  1.5562    0.32343
  10   698.28  1.5545    0.32725
  10   699.73  1.5512    0.33143
  10   701.18  1.5484    0.33135
  10   702.62  1.5465    0.33521
  10   704.07  1.5429    0.33945
  10   705.52  1.5399    0.33943
  10   706.96  1.5377    0.34338
  10   708.41  1.5338    0.34771
  10   709.85  1.5300    0.34789
  10   711.30  1.5264    0.35216
  10   712.75  1.5221    0.35245
  10   714.20  1.5196    0.35230
  10   715.64  1.5168    0.35641
  10   717.09  1.5138    0.35640
  10   718.54  1.5107    0.36057
  10   719.98  1.5075    0.36061
  10   721.43  1.5043    0.36483
  10   722.88  1.5009    0.36493
  10   724.32  1.4972    0.36927
  10   725.77  1.4928    0.36960
  10   727.22  1.4901    0.36953
  10   728.66  1.4869    0.37376
  10   730.11  1.4835    0.37388
  10   731.56  1.4796    0.37830
  10   733.00  1.4749    0.37874
  10   734.45  1.4717    0.37879
  10   735.90  1.4677    0.38325
  10   737.34  1.4626    0.38381
  10   738.79  1.4581    0.38420
  10   740.24  1.4540    0.38449
  10   741.68  1.4503    0.38469
  10   743.13  1.4469    0.38481
  10   744.58  1.4445    0.38468
  10   746.02  1.4411    0.38905
  10   747.47  1.4362    0.38955
  10   748.92  1.4321    0.38988
  10   750.36  1.4283    0.39010
  10   751.81  1.4255    0.39009
  10   753.26  1.4207    0.39485
  10   754.70  1.4166    0.39091
  10   756.15  1.4132    0.39530
  10   757.60  1.4074    0.39608
  10   759.04  1.4041    0.39196
  10   760.49  1.4011    0.39626
  10   761.94  1.3961    0.39684
  10   763.38  1.3912    0.39739
  10   764.83  1.3856    0.39814
  10   766.28  1.3811    0.39429
  10   767.72  1.3782    0.39432
  10   769.17  1.3747    0.39451
  10   770.62  1.3709    0.39477
  10   772.06  1.3669    0.39510
  10   773.51  1.3626    0.39551
  10   774.96  1.3573    0.39618
  10   776.40  1.3531    0.39226
  10   777.85  1.3503    0.39228
  10   779.30  1.3468    0.39248
  10   780.74  1.3429    0.39279
  10   782.19  1.3385    0.39324
  10   783.64  1.3330    0.39397
  10   785.09  1.3283    0.39018
  10   786.53  1.3241    0.39057
  10   787.98  1.3204    0.38652
  10   789.43  1.3178    0.38651
  10   790.87  1.3141    0.38677
