  10    50.153 1.4927    0.0000
  10    51.117 1.5071   -0.037995
  10    52.082 1.5185    0.0000
  10    53.046 1.5217    0.0000
  10    54.011 1.5274    0.0000
  10    54.975 1.5318    0.0000
  10    55.940 1.5340    0.0081453
  10    56.904 1.5320    0.0064569
  10    57.869 1.5329    0.010087
  10    58.833 1.5316    0.013836
  10    59.798 1.5354    0.0054760
  10    60.762 1.5350    0.023852
  10    61.727 1.5400    0.0011683
  10    62.691 1.5435    0.032878
  10    63.656 1.5401    0.020472
  10    64.620 1.5412    0.031162
  10    65.585 1.5464    0.020351
  10    66.549 1.5425    0.054674
  10    67.514 1.5310    0.036869
  10    68.478 1.5352    0.023386
  10    69.442 1.5517    0.013130
  10    70.406 1.5626    0.042379
  10    71.371 1.5585    0.057272
  10    72.335 1.5526    0.062517
  10    73.300 1.5473    0.066254
  10    74.264 1.5461    0.061677
  10    75.229 1.5437    0.073175
  10    76.193 1.5442    0.062025
  10    77.158 1.5419    0.083679
  10    78.122 1.5377    0.068953
  10    79.087 1.5409    0.074578
  10    80.051 1.5450    0.073630
  10    81.016 1.5401    0.099206
  10    81.980 1.5343    0.082766
  10    82.945 1.5352    0.092889
  10    83.909 1.5324    0.093388
  10    84.874 1.5311    0.096200
  10    85.838 1.5276    0.10151
  10    86.803 1.5261    0.098406
  10    87.767 1.5203    0.11177
  10    88.732 1.5155    0.097415
  10    89.696 1.5192    0.095245
  10    90.661 1.5257    0.096237
  10    91.625 1.5213    0.12118
  10    92.590 1.5153    0.10745
  10    93.554 1.5128    0.11882
  10    94.519 1.5109    0.10931
  10    95.483 1.5090    0.12140
  10    96.448 1.5052    0.11545
  10    97.412 1.5026    0.12100
  10    98.377 1.4993    0.11714
  10    99.341 1.4993    0.11414
  10   100.31  1.5000    0.11733
  10   101.27  1.5011    0.11326
  10   102.24  1.5022    0.12540
  10   103.20  1.4977    0.12589
  10   104.16  1.4949    0.12715
  10   105.13  1.4938    0.12821
  10   106.09  1.4909    0.12945
  10   107.06  1.4902    0.13046
  10   108.02  1.4875    0.13176
  10   108.99  1.4881    0.13164
  10   109.95  1.4853    0.13853
  10   110.91  1.4823    0.13592
  10   111.88  1.4810    0.14159
  10   112.84  1.4765    0.14010
  10   113.81  1.4775    0.13894
  10   114.77  1.4735    0.14757
  10   115.74  1.4714    0.14316
  10   116.70  1.4668    0.14988
  10   117.67  1.4672    0.14064
  10   118.63  1.4644    0.15515
  10   119.59  1.4592    0.14749
  10   120.56  1.4573    0.15377
  10   121.52  1.4563    0.14320
  10   122.49  1.4564    0.15973
  10   123.45  1.4479    0.15785
  10   124.42  1.4427    0.15997
  10   125.38  1.4370    0.15173
  10   126.35  1.4394    0.14703
  10   127.31  1.4386    0.15222
  10   128.28  1.4369    0.15471
  10   129.24  1.4315    0.15684
  10   130.20  1.4307    0.14763
  10   131.17  1.4306    0.15996
  10   132.13  1.4239    0.15731
  10   133.10  1.4199    0.15999
  10   134.06  1.4172    0.14947
  10   135.03  1.4170    0.15918
  10   135.99  1.4125    0.15305
  10   136.96  1.4100    0.16051
  10   137.92  1.4042    0.15456
  10   138.88  1.4014    0.15318
  10   139.85  1.4017    0.14985
  10   140.81  1.3993    0.15315
  10   141.78  1.3960    0.15578
  10   142.74  1.3909    0.15156
  10   143.71  1.3887    0.15328
  10   144.67  1.3858    0.14650
  10   145.64  1.3839    0.15434
  10   146.60  1.3780    0.14794
  10   147.57  1.3742    0.15140
  10   148.53  1.3715    0.13865
  10   149.49  1.3708    0.14406
  10   150.46  1.3681    0.14205
  10   151.42  1.3613    0.14348
  10   152.39  1.3595    0.13080
  10   153.35  1.3611    0.12774
  10   154.32  1.3620    0.13226
  10   155.28  1.3574    0.13348
