 2   10   50.15 3999.7
 2   40  500.13 3999.7
 2   80  500.13 3999.7
 2  100   50.15 3999.7
 2  120  500.08 3999.7
 2  140   50.15 3999.7
 3   10   50.15 3999.7
 3   40  500.08 3999.7
 3   80  500.08 3999.7
 3  100   50.15 3999.7
 3  120  500.08 3999.7
 3  140   50.15 3999.7
 4   10   50.15 3999.7
 4   50  500.08 3999.7
 4   75  500.08 3999.7
 4  100   50.15 3999.7
 4  120   50.15 3999.7
 5   10   50.15 3999.2
 5   40  500.08 3999.2
 5   80  500.08 3999.2
 5  100   50.15 3999.2
 5  120  500.08 3999.2
 5  140   50.15 3999.2
 6   10 1000.20 3699.7
 6   20 1000.20 3699.7
 6   30 1000.20 3699.7
 7   10  500.08 3999.7
 7   30  500.08 3999.7
 7   50  500.08 3999.7
 7   70  500.08 3999.7
 8   10  600.39 2999.5
 8   50  600.39 2999.5
 8   60  600.39 2999.5
 9   10 1000.20 3499.6
 9   15 1000.20 3499.6
 9   20 1000.20 3499.6
 9   25 1000.20 3499.6
10   10 1600.10 2499.4
10   20 1600.10 2499.4
10   25 1600.10 2499.4
10   30 1600.10 2499.4
11   10  500.08 3799.6
11   20  500.08 3799.6
11   30  500.08 3799.6
11   50  500.08 3799.6
11   70  500.08 3799.6
12   10  500.08 3999.7
12   30  500.08 3999.7
12   70  500.08 3999.7
13   10  400.26 3999.7
13   40  400.26 3999.7
13   80  400.26 3999.2
13  100  400.26 3999.2
13  120  400.26 3999.2
13  140  400.26 3999.7
14   10  500.08 3999.7
14   40  500.08 3999.7
14  100  500.08 3999.7
14  120  500.08 3999.7
14  140  500.08 3999.7
15   10  500.08 3999.7
15   40  500.08 3999.7
15   80  500.08 3999.7
15  100  500.08 3999.7
15  120  500.08 3999.7
15  140  500.08 3999.7
16   10 1000.20 3399.8
16   20 1000.20 3399.8
17   10  700.21 2999.5
17   15  700.21 2999.5
17   20  700.21 2999.5
17   25  700.21 2999.5
18   10 1000.20 3399.8
18   20 1000.20 3399.8
18   30 1000.20 3399.8
19   10  700.21 2999.5
19   20  700.21 2999.5
