  10   500.08  1.4209    0.14954
  10   501.05  1.4150    0.00017834
  10   502.01  1.4310    0.049348
  10   502.97  1.4322    0.049208
  10   503.94  1.3798    0.15280
  10   504.90  1.3781   -0.050530
  10   505.87  1.4296    0.049003
  10   506.83  1.4343    0.048750
  10   507.80  1.4000    0.14946
  10   508.76  1.3681    0.050899
  10   509.73  1.3896    0.050039
  10   510.69  1.3741    0.10093
  10   511.66  1.3876    0.00018883
  10   512.62  1.4124    0.097826
  10   513.58  1.3586    0.15224
  10   514.55  1.3302    0.051737
  10   515.51  1.3443    0.051119
  10   516.48  1.3411    0.051146
  10   517.44  1.3584    0.00017834
  10   518.41  1.3736    0.049771
  10   519.37  1.3589    0.050214
  10   520.34  1.3732    0.00018311
  10   521.30  1.3926    0.048842
  10   522.26  1.3586    0.099800
  10   523.23  1.3508    0.00015926
  10   524.19  1.3582    0.049778
  10   525.16  1.3844   -0.048331
  10   526.12  1.4171    0.047549
  10   527.09  1.4109    0.047683
  10   528.05  1.3967    0.096031
  10   529.02  1.3596    0.098444
  10   529.98  1.3397    0.049882
  10   530.95  1.3577    0.00019169
  10   531.91  1.3944    0.00018120
  10   532.87  1.4122    0.047138
  10   533.84  1.3898    0.095494
  10   534.80  1.3769    0.048149
  10   535.77  1.3596    0.097211
  10   536.73  1.3585    0.00016594
  10   537.70  1.4130    0.00018787
  10   538.66  1.3958    0.14134
  10   539.63  1.3643    0.048138
  10   540.59  1.3597    0.096360
  10   541.55  1.3461    0.048629
  10   542.52  1.3527    0.048306
  10   543.48  1.3516    0.048252
  10   544.45  1.3419    0.048504
  10   545.41  1.3487    0.00019455
  10   546.38  1.3762    0.00019169
  10   547.34  1.3747    0.047132
  10   548.31  1.3734    0.00018024
  10   549.27  1.4038    0.00020599
  10   550.23  1.3850    0.092957
  10   551.20  1.3667    0.00016117
  10   552.16  1.3981    0.00020504
  10   553.13  1.4004    0.045790
  10   554.09  1.4085    0.00021362
  10   555.06  1.4286    0.044731
  10   556.02  1.4114    0.090295
  10   556.99  1.3723    0.092679
  10   557.95  1.3784    0.00019741
  10   558.91  1.4044    0.045196
  10   559.88  1.4082    0.045012
  10   560.84  1.3940    0.090630
  10   561.81  1.3811    0.045715
  10   562.77  1.3946    0.045185
  10   563.74  1.3808    0.091024
  10   564.70  1.3608    0.046144
  10   565.67  1.3847    0.00020218
  10   566.63  1.4085    0.044464
  10   567.60  1.3873    0.089960
  10   568.56  1.3679    0.045600
  10   569.52  1.3642    0.045654
  10   570.49  1.3718    0.00020409
  10   571.45  1.3952    0.00020123
  10   572.42  1.4180    0.00020981
  10   573.38  1.4247    0.043435
  10   574.35  1.4167    0.043612
  10   575.31  1.4158    0.043564
  10   576.28  1.4215    0.043328
  10   577.24  1.4069    0.087267
  10   578.20  1.3923    0.044071
  10   579.17  1.3982    0.043827
  10   580.13  1.3986    0.043729
  10   581.10  1.3933    0.043818
  10   582.06  1.4083    0.00020409
  10   583.03  1.4233    0.042783
  10   583.99  1.4176    0.042878
  10   584.96  1.4162    0.042850
  10   585.92  1.4158    0.042783
  10   586.88  1.4155    0.042709
  10   587.85  1.4149    0.042684
  10   588.81  1.4130    0.042661
  10   589.78  1.4061    0.042805
  10   590.74  1.4182    0.00021267
  10   591.71  1.4261    0.042078
  10   592.67  1.4336    0.00021935
  10   593.64  1.4456    0.041350
  10   594.60  1.4383    0.041521
  10   595.56  1.4344    0.041561
  10   596.53  1.4269    0.041709
  10   597.49  1.4386    0.00021362
  10   598.46  1.4463    0.041015
  10   599.42  1.4541    0.00019741
  10   600.39  1.4663    0.040327
  10   601.35  1.4601    0.040439
  10   602.32  1.4579    0.040432
  10   603.28  1.4557    0.040409
  10   604.25  1.4487    0.040565
  10   605.21  1.4570    0.00020409
  10   606.17  1.4845    0.00018787
  10   607.14  1.4935    0.039129
  10   608.10  1.4880    0.039204
  10   609.07  1.4876    0.039171
  10   610.03  1.4888    0.039077
  10   611.00  1.4904    0.038970
  10   611.96  1.4921    0.038852
  10   612.93  1.4929    0.038794
  10   613.89  1.4894    0.038813
  10   614.85  1.5035    0.00016308
  10   615.82  1.5140    0.038027
  10   616.78  1.5245    0.00015354
  10   617.75  1.5395    0.037260
  10   618.71  1.5377    0.037244
  10   619.68  1.5405    0.037120
