246 4.83
34.0033	 5.50355	 0.78005
34.2308	 5.57086	 0.78688
34.4613	 5.66876	 0.73403
34.6949	 5.75331	 0.59597
34.9317	 5.76131	 0.37982
35.1718	 5.64042	 0.13983
35.4152	 5.38688	 0.0409
35.662	 5.05221	 0.09855
35.9123	 4.70684	 0.01819
36.1661	 4.40288	 0.1783
36.4235	 4.16563	 0.45953
36.6846	 4.00321	 0.80065
36.9495	 3.91811	 1.18726
37.2182	 3.91628	 1.61349
37.4908	 4.0132 	 2.07759
37.7675	 4.24121	 2.5743
38.0483	 4.65529	 3.07898
38.3333	 5.33252	 3.51313
38.6226	 6.32244	 3.68422
38.9164	 7.4749 	 3.27987
39.2146	 8.2633 	 2.17505
39.5174	 8.20954	 0.86845
39.8249	 7.53032	 0.00365
40.1373	 6.73124	 0.30441
40.4545	 6.07349	 0.25119
40.7769	 5.60606	 0.01572
41.1044	 5.30696	 0.30102
41.4372	 5.14783	 0.64927
41.7755	 5.11073	 1.00238
42.1193	 5.18793	 1.33917
42.4689	 5.37692	 1.63265
42.8243	 5.66967	 1.84356
43.1857	 6.03458	 1.92322
43.5532	 6.40256	 1.83547
43.927	 6.67851	 1.59535
44.3074	 6.79263	 1.28349
44.6943	 6.74778	 1.0053
45.0881	 6.60638	 0.8293
45.4889	 6.44306	 0.76914
45.8969	 6.31237	 0.80174
46.3122	 6.24424	 0.89267
46.7352	 6.25138	 1.00629
47.1659	 6.33541	 1.10751
47.6047	 6.4858 	 1.16307
48.0516	 6.68581	 1.12899
48.5071	 6.86121	 0.98456
48.9713	 6.95363	 0.7633
49.4444	 6.93641	 0.52677
49.9268	 6.82685	 0.33559
50.4187	 6.66983	 0.22199
50.9204	 6.5117 	 0.18548
51.4322	 6.38315	 0.20598
51.9543	 6.29786	 0.25689
52.4872	 6.25593	 0.31402
53.0311	 6.24787	 0.35862
53.5864	 6.25894	 0.38012
54.1534	 6.27249	 0.37675
54.7326	 6.27508	 0.35579
55.3243	 6.26033	 0.33088
55.929	 6.24137	 0.31173
56.547	 6.21364	 0.28963
57.1788	 6.17506	 0.27379
57.8249	 6.12955	 0.26932
58.4857	 6.08284	 0.27893
59.1618	 6.04073	 0.30192
59.8538	 6.00809	 0.33556
60.5621	 5.98787	 0.37554
61.2874	 5.98146	 0.41685
62.0303	 5.98773	 0.45445
62.7914	 6.00386	 0.48446
63.5714	 6.02609	 0.50444
64.3711	 6.0503 	 0.51361
65.1911	 6.07223	 0.5127
66.0323	 6.08876	 0.5041
66.8954	 6.09774	 0.49057
67.7815	 6.09848	 0.47569
68.6913	 6.09166	 0.4628
69.6258	 6.07885	 0.45476
70.5862	 6.06283	 0.45292
71.5734	 6.04654	 0.45761
72.5887	 6.03231	 0.46805
73.6331	 6.02161	 0.48254
74.708	 6.01524	 0.49916
75.8148	 6.01293	 0.51646
76.9549	 6.01375	 0.53339
78.1298	 6.01739	 0.54954
79.3411	 6.02321	 0.56486
80.5906	 6.0313 	 0.5794
81.88	 6.04156	 0.59259
83.2114	 6.05428	 0.60414
84.5868	 6.06923	 0.61306
86.0084	 6.08579	 0.61848
87.4786	 6.10275	 0.61943
89	 6.11868	 0.61567
90.5752	 6.13135	 0.60761
92.2072	 6.13949	 0.59655
93.8991	 6.14208	 0.5844
95.6542	 6.13915	 0.57331
97.4762	 6.13155	 0.56465
99.3689	 6.1206 	 0.5598
101.337	 6.1072 	 0.55879
103.384	 6.09239	 0.5622
105.515	 6.07678	 0.56972
107.737	 6.06092	 0.58194
110.054	 6.04544	 0.5988
112.473	 6.0312 	 0.62125
115	 6.01981	 0.64951
117.644	 6.01316	 0.68354
120.412	 6.01351	 0.72226
123.313	 6.02337	 0.76371
126.358	 6.04431	 0.8042
129.557	 6.07681	 0.83885
132.922	 6.11696	 0.86136
136.467	 6.15843	 0.86836
140.205	 6.19087	 0.86044
144.155	 6.20602	 0.84619
148.333	 6.20493	 0.83789
152.761	 6.19305	 0.84364
157.462	 6.17989	 0.86778
162.46	 6.17598	 0.91035
167.787	 6.19414	 0.96219
173.475	 6.23353	 1.0124
179.561	 6.29793	 1.05109
186.091	 6.39125	 1.0495
193.113	 6.43569	 0.96994
200.686	 6.37918	 0.9458
208.878	 6.38549	 0.97978
217.766	 6.40155	 0.99757
227.444	 6.41916	 1.00861
238.023	 6.43415	 1.01496
249.634	 6.44625	 1.0139
262.436	 6.42938	 1.02981
276.622	 6.42418	 1.04939
292.429	 6.4127 	 1.07478
310.151	 6.39468	 1.11089
330.161	 6.3729 	 1.16189
352.931	 6.35031	 1.22984
379.074	 6.32992	 1.31672
409.4	 6.31458	 1.42369
445	 6.30753	 1.55171
487.381	 6.31069	 1.69691
