246 4.83
20.0294	 5.53528	 0.1383
20.1081	 5.53246	 0.13765
20.1874	 5.52962	 0.13834
20.2673	 5.527  	 0.14032
20.3479	 5.52524	 0.14317
20.4291	 5.52452	 0.1468
20.511	 5.52501	 0.15047
20.5936	 5.52681	 0.15376
20.6768	 5.52951	 0.15627
20.7606	 5.53254	 0.15756
20.8452	 5.53557	 0.15784
20.9305	 5.5381 	 0.15728
21.0164	 5.53995	 0.15619
21.1031	 5.54117	 0.15519
21.1905	 5.54215	 0.1544
21.2786	 5.54322	 0.1538
21.3674	 5.54463	 0.15306
21.457	 5.54635	 0.15193
21.5474	 5.54834	 0.14997
21.6385	 5.55017	 0.14669
21.7304	 5.5509 	 0.14224
21.823	 5.54998	 0.13715
21.9165	 5.54743	 0.13212
22.0108	 5.54309	 0.12775
22.1058	 5.53738	 0.12489
22.2017	 5.53105	 0.12388
22.2985	 5.52505	 0.12474
22.3961	 5.51993	 0.12699
22.4945	 5.51632	 0.13007
22.5938	 5.51427	 0.13314
22.694	 5.51338	 0.13531
22.7951	 5.51271	 0.13637
22.8971	 5.51177	 0.13617
23	 5.50957	 0.13547
23.1038	 5.50612	 0.13509
23.2086	 5.50188	 0.13578
23.3144	 5.49763	 0.13782
23.4211	 5.49383	 0.14105
23.5287	 5.49114	 0.14524
23.6374	 5.48984	 0.14967
23.7471	 5.48994	 0.15376
23.8578	 5.49121	 0.15707
23.9696	 5.49329	 0.15922
24.0824	 5.49556	 0.16
24.1962	 5.49765	 0.15941
24.3112	 5.49901	 0.1578
24.4272	 5.49951	 0.15542
24.5444	 5.49922	 0.15284
24.6626	 5.49809	 0.14993
24.7821	 5.4963 	 0.14719
24.9027	 5.49398	 0.14435
25.0245	 5.49094	 0.14178
25.1474	 5.48749	 0.13946
25.2716	 5.48372	 0.13776
25.397	 5.48018	 0.1366
25.5237	 5.47738	 0.13592
25.6516	 5.47602	 0.13468
25.7809	 5.47598	 0.13176
25.9114	 5.47609	 0.12546
26.0433	 5.47414	 0.1155
26.1765	 5.46796	 0.10282
26.3111	 5.45581	 0.08971
26.447	 5.43794	 0.07922
26.5844	 5.41585	 0.07384
26.7232	 5.39218	 0.07458
26.8635	 5.36933	 0.08193
27.0053	 5.35036	 0.09505
27.1485	 5.3374 	 0.11169
27.2933	 5.33175	 0.12846
27.4397	 5.33305	 0.1421
27.5876	 5.33898	 0.14854
27.7371	 5.34536	 0.14599
27.8883	 5.34698	 0.13437
28.0411	 5.33893	 0.11722
28.1956	 5.31907	 0.10009
28.3518	 5.28845	 0.0895
28.5098	 5.25163	 0.09021
28.6695	 5.2152 	 0.10422
28.831	 5.18625	 0.12961
28.9943	 5.17011	 0.16097
29.1595	 5.16916	 0.19021
29.3266	 5.18141	 0.20807
29.4957	 5.1995 	 0.20592
29.6667	 5.21039	 0.17953
29.8397	 5.19877	 0.13241
30.0147	 5.15126	 0.07778
30.1917	 5.06372	 0.03581
30.3709	 4.94387	 0.02706
30.5522	 4.80868	 0.06483
30.7357	 4.67847	 0.15285
30.9215	 4.5716 	 0.28634
31.1094	 4.50229	 0.45541
31.2997	 4.48068	 0.6474
31.4923	 4.51392	 0.84797
31.6873	 4.60627	 1.03973
31.8847	 4.75735	 1.20187
32.0846	 4.95811	 1.30962
32.2871	 5.18472	 1.34012
32.4921	 5.39907	 1.28336
32.6997	 5.55745	 1.15424
32.91	 5.63219	 0.99435
33.123	 5.62736	 0.85309
33.3388	 5.57524	 0.76445
33.5574	 5.51682	 0.73567
33.7789	 5.48641	 0.75065
