#====================================================================#
# Cross sections computed using SIGMA
#=====================================================================================#
# lambda[micron]   Kabs[cm^2/g]   Ksca[cm^2/g]  Kext[cm^2/g]    albedo    asymmetry_parameter  linear_pol
#=====================================================================================#
   9.8114412310978338E-002   16593.596957360587        10152.416481157656        26746.013438518254       0.37958615793322903       0.81275553615485963       0.46846629497953879     
   9.9091896912703731E-002   16532.075245278487        10099.688825538438        26631.764070816927       0.37923469127625953       0.81270073173249824       0.46845119615818381     
  0.10007911990172724        16462.461710215295        10057.398409024903        26519.860119240235       0.37924025103466635       0.81253054630895416       0.46803236357571093     
  0.10107617829869449        16299.376348246900        10135.075614099040        26434.451962345935       0.38340403759971120       0.81095717362656949       0.46285604865879743     
  0.10208317009083885        16137.308903318924        10217.021501988465        26354.330405307388       0.38767903964393274       0.80925827723511168       0.45748694791370370     
  0.10310019424161125        15976.324817913073        10302.901967089254        26279.226785002342       0.39205498896067825       0.80743818522330557       0.45192840125434003     
  0.10412735070040602        15816.479773411191        10392.384699152693        26208.864472563906       0.39652174591660394       0.80550156003247453       0.44618174558610207     
  0.10516474041238329        15654.972832694726        10465.189811888291        26120.162644582997       0.40065561437300790       0.80385393576445019       0.44089422249761584     
  0.10621246532838985        15478.495119458614        10434.190259913172        25912.685379371800       0.40266726922171764       0.80427457455414941       0.43893124541984518     
  0.10727062841497823        15301.520297240058        10405.115707336958        25706.636004577034       0.40476380128011846       0.80466366095049147       0.43688702354403003     
  0.10833933366452612        15124.057302894254        10377.982916801750        25502.040219696017       0.40694716294841821       0.80502039987852236       0.43474909200557882     
  0.10941868610545609        14946.099429725564        10352.812466015093        25298.911895740657       0.40921967350532967       0.80534383868633708       0.43250848789651969     
  0.11050879181255757        14767.651633961199        10329.628047565222        25097.279681526426       0.41158357314592314       0.80563298226765734       0.43016148590144304     
  0.11160975791741148        14588.739820061019        10308.454025946116        24897.193846007121       0.41404079872235600       0.80588783635418937       0.42771109444073807     
  0.11272169261891878        14409.416779872421        10289.311703114863        24698.728482987284       0.41659276955096036       0.80610847915051231       0.42516543764781700     
  0.11384470519393360        14229.739503101277        10272.215304076617        24501.954807177899       0.41924064365131186       0.80629432312842497       0.42253490025792845     
  0.11497890600800280        14049.775552266326        10257.169004808655        24306.944557074992       0.42198512366389190       0.80644499496559452       0.41982807175419673     
  0.11612440652621238        13869.576053123341        10244.166226896597        24113.742280019953       0.42482689364166670       0.80655981627871143       0.41704784444149301     
  0.11728131932414156        13689.170818822195        10233.191879600558        23922.362698422749       0.42776677239640937       0.80663694436664857       0.41418849744107383     
  0.11844975809892655        13508.552406225532        10224.227344586563        23732.779750812097       0.43080614457885857       0.80667446125930731       0.41123546414468654     
  0.11962983768043406        13327.705297190831        10217.256980796643        23544.962277987470       0.43394662773993509       0.80667086028363322       0.40816895854196605     
  0.12082167404254665        13146.588201872315        10212.274056208073        23358.862258080393       0.43719055934222145       0.80662456330175913       0.40496900471934710     
  0.12202538431455996        12965.178967018695        10209.283642928622        23174.462609947313       0.44054025393220680       0.80653481973843577       0.40162133923152421     
  0.12324108679269385        12783.487715060090        10208.300487240767        22991.788202300850       0.44399767418783004       0.80640242712801724       0.39812202473662300     
  0.12446890095171806        12601.588153973178        10209.341288194979        22810.929442168155       0.44756358192586615       0.80622875790940385       0.39447814238736284     
  0.12570894745669389        12590.625997812147        10187.196964239196        22777.822962051341       0.44724190635827782       0.80517424350775668       0.39359922649257945     
  0.12696134817483257        12705.276387085991        10150.675452200823        22855.951839286801       0.44411519255798210       0.80341039623313648       0.39472079826541373     
  0.12822622618747201        12815.971966072568        10119.143533044757        22935.115499117313       0.44120743727818612       0.80156410026443448       0.39566482610325648     
  0.12950370580217263        12922.751763022201        10092.246867308702        23014.998630330902       0.43850738509314435       0.79963919096871527       0.39644168290960718     
  0.13079391256493417        13025.633287270659        10069.656091615783        23095.289378886438       0.43600475951695139       0.79763975391320119       0.39705374365560731     
  0.13209697327253353        13124.620748017631        10051.066200913465        23175.686948931114       0.43369010908119082       0.79557000377188836       0.39749881846056290     
  0.13341301598498617        13219.705569184856        10036.194920143338        23255.900489328178       0.43155477573310108       0.79343375175068565       0.39777373108035130     
  0.13474217003813102        13310.894143705753        10024.780353042264        23335.674496748019       0.42959034050801848       0.79123510939881281       0.39787779038439863     
  0.13608456605634170        13398.181977379218        10016.578252953050        23414.760230332264       0.42778905931213590       0.78897856432008362       0.39781495550862128     
  0.13744033596536320        13481.571671029827        10011.359264396084        23492.930935425898       0.42614347660212837       0.78666824231033383       0.39759405645846957     
  0.13880961300527753        13561.072840649505        10008.906440170142        23569.979280819662       0.42464638262601284       0.78430820293362036       0.39722725848327711     
  0.14019253174359761        13589.159271401253        10023.276276815814        23612.435548217061       0.42449141920781891       0.78198223028941360       0.39553339221038708     
  0.14158922808849261        13317.068137529492        10132.856490418120        23449.924627947617       0.43210614324712088       0.78000638412656287       0.38595607436024520     
  0.14299983930214408        13038.982566015682        10252.622368466067        23291.604934481733       0.44018531128731775       0.77779947405274441       0.37562364010793620     
  0.14442450401423562        12754.163502984617        10383.307801125165        23137.471304109782       0.44876588563421949       0.77534421968838341       0.36446638763535921     
  0.14586336223557711        12461.753127815378        10525.782500315887        22987.535628131274       0.45789086183883204       0.77262016228882247       0.35240857917213991     
  0.14731655537186431        12160.747251034674        10681.081642289224        22841.828893323898       0.46761061437646267       0.76960267442303565       0.33936759119281346     
  0.14878422623757578        11849.954314879773        10850.444055718704        22700.398370598476       0.47798474187889956       0.76626260947452807       0.32525299895976006     
  0.15026651907000793        11527.935935977070        11035.361974268031        22563.297910245095       0.48908461955188354       0.76256497597804906       0.30996585716897368     
  0.15176357954345043        11192.949125071573        11237.646440322260        22430.595565393829       0.50099634704572116       0.75846712731185117       0.29339828512633359     
  0.15327555478350235        10842.822889685576        11459.514022348405        22302.336912033981       0.51382570658615767       0.75391749317751744       0.27543365030113326     
  0.15480259338153135        10474.843390686468        11703.703114052769        22178.546504739224       0.52770379301239878       0.74885353894139872       0.25594978428282267     
  0.15634484540927621        10202.182982042392        11735.812584182879        21937.995566225276       0.53495373124474477       0.74842866589856050       0.24788618519024780     
  0.15790246243359593        9937.8820528017877        11740.526557103163        21678.408609904949       0.54157695651787241       0.74863095577226391       0.24110151309359959     
  0.15947559753136470        9664.5679951557267        11752.256993578256        21416.824988733959       0.54873946066984147       0.74870475209609788       0.23380479667367135     
  0.16106440530451610        9380.9807410012381        11772.197080207898        21153.177821209130       0.55652144465993958       0.74863472059050695       0.22611598765639951     
  0.16266904189523651        9085.8711078379420        11801.998577803097        20887.869685641042       0.56501686172028109       0.74841047882842149       0.21810355649047344     
  0.16428966500131020        8778.3372440803287        11843.620810718170        20621.958054798495       0.57432086610040867       0.74803049305050939       0.20967429299147147     
  0.16592643389161760        8458.1815147157995        11899.035845231914        20357.217359947721       0.58451190233115791       0.74749790835729846       0.20055735935464214     
  0.16757950942178731        8125.3810113674408        11969.722649378777        20095.103660746230       0.59565369014544722       0.74680163498094521       0.19041289063251146     
  0.16924905405000465        7778.6885671230975        12056.447344082209        19835.135911205321       0.60783285771544660       0.74589628164545818       0.17903119776089049     
  0.17093523185297715        7414.6711565489986        12160.114142042154        19574.785298591156       0.62121315542180411       0.74469984836627745       0.16656548643967994     
  0.17263820854205983        7027.8162825900426        12283.165861111118        19310.982143701163       0.63607152498546682       0.74310718837096190       0.15363415724782314     
  0.17435815147954040        6611.0459231253308        12429.992003504674        19041.037926630015       0.65280012840689727       0.74100348362941226       0.14102744117702401     
  0.17609522969508695        6452.7437348117210        12386.852992525124        18839.596727336837       0.65749034715543664       0.74134168176967441       0.14055227374187526     
  0.17784961390235987        6457.6697247354650        12223.955990937777        18681.625715673232       0.65433041947105841       0.74341902409297456       0.14654527276553256     
  0.17962147651578864        6462.9766203192985        12067.020027994422        18529.996648313721       0.65121544579947632       0.74562622712071580       0.15170567474130578     
  0.18141099166751640        6472.8835535312664        11914.926857992725        18387.810411524006       0.64797964473928904       0.74795426787751551       0.15610759476528083     
  0.18321833522451278        6487.3176925820699        11764.533922788254        18251.851615370320       0.64456659908855818       0.75034220990675882       0.16011764572571485     
  0.18504368480585742        6504.1727435642451        11613.277839918952        18117.450583483202       0.64099955931472019       0.75271364558827758       0.16421054030502610     
  0.18688721980019596        6520.3896539270127        11459.913292962430        17980.302946889449       0.63735929960762805       0.75500948231597442       0.16888155589735887     
  0.18874912138336961        6533.4488966454546        11304.354510544197        17837.803407189665       0.63373018821296623       0.75720627241835281       0.17442716666305330     
  0.19062957253622023        6541.8368579115640        11147.627656042392        17689.464513953939       0.63018457383200244       0.75932036202698061       0.18073317691331423     
  0.19252875806257330        6545.1374081521672        10991.685778484392        17536.823186636557       0.62677747625694813       0.76141262207290472       0.18732153033373078     
  0.19444686460739960        6544.9228714220844        10838.678005354199        17383.600876776280       0.62350016444718270       0.76356699908473458       0.19363738520314944     
  0.19638408067515814        6544.7651827670798        10689.784784071971        17234.549966839033       0.62025320096203074       0.76584205518349568       0.19936508802620909     
  0.19834059664832152        6547.3910636031032        10544.423236132901        17091.814299736012       0.61692825882713709       0.76823522795457211       0.20455026762206399     
  0.20031660480608598        6549.5622513876169        10418.547511220337        16968.109762607946       0.61400755045675981       0.77019261019474505       0.20842611228893546     
  0.20231229934326811        6535.1465792837089        10386.183035058690        16921.329614342394       0.61379237162636657       0.76951187148200018       0.20675376104899937     
  0.20432787638938960        6521.5099242585920        10353.011587176856        16874.521511435454       0.61352919430402042       0.76879160188551288       0.20521091011821271     
  0.20636353402795171        6507.7330927726216        10318.650690535827        16826.383783308444       0.61324232368762421       0.76801519508189375       0.20392259974575647     
  0.20841947231590274        6493.0332648969297        10283.058032703211        16776.091297600138       0.61295911248254997       0.76717810594229330       0.20295186810226695     
  0.21049589330329854        6476.8527636203316        10246.553438518689        16723.406202139024       0.61270732257930172       0.76628843580938077       0.20227178250035915     
  0.21259300105315948        6458.9149951369345        10209.744595183554        16668.659590320472       0.61251143439946276       0.76536583885607157       0.20177405981500354     
  0.21471100166152479        6439.3257133914221        10173.373116067713        16612.698829459139       0.61238533368385439       0.76443776728014212       0.20129569433494210     
  0.21685010327770693        6418.7348146145177        10138.132718065222        16556.867532679731       0.61232190799707176       0.76353275379258412       0.20066816343043722     
  0.21901051612474795        6398.2921443864625        10104.479313917831        16502.771458304287       0.61228984110018692       0.76267168427583321       0.19978134881747658     
  0.22119245252007930        6357.2605009103854        10073.246252560713        16430.506753471083       0.61308189721127471       0.76209168605634259       0.19839678266664079     
  0.22339612689638760        6300.2033834862514        10044.239777101986        16344.443160588224       0.61453545271716081       0.76175485148974820       0.19651286721365813     
  0.22562175582268834        6245.5393139933749        10016.042176857909        16261.581490851262       0.61593284653727665       0.76144305697454229       0.19438397966102783     
  0.22786955802560940        6192.6472048347250        9987.6948262454698        16180.342031080187       0.61727340541136255       0.76111844474972679       0.19216942806251086     
  0.23013975441088677        6140.4094076609399        9958.4464258613752        16098.855833522321       0.61858100531126592       0.76074602188474327       0.19007337561851839     
  0.23243256808507454        6087.6225988086917        9927.9121069223202        16015.534705731010       0.61989264107240261       0.76030347183481006       0.18829110555407647     
  0.23474822437747050        6033.3036553840702        9896.1537811642211        15929.457436548302       0.62124864080170350       0.75978570577835658       0.18693269891951733     
  0.23708695086226114        5976.7786962066348        9863.6925113774414        15840.471207584074       0.62268933683329564       0.75920680340511071       0.18595657692277820     
  0.23944897738088661        5917.7700694190135        9831.4131343005065        15749.183203719513       0.62424908054778383       0.75859966065174711       0.18515190140031926     
  0.24183453606462868        5856.7221914706997        9800.3718524435080        15657.094043914209       0.62593810990442611       0.75800949154945463       0.18422161580200780     
  0.24424386135742390        5795.1491541815512        9771.4993191881058        15566.648473369665       0.62772017598422059       0.75747798107586317       0.18292252570142059     
  0.24667719003890362        5735.0019521570539        9745.1608775688146        15480.162829725863       0.62952573462958794       0.75702296189063467       0.18114085366200980     
  0.24913476124766404        5677.4205486411101        9720.8802925857235        15398.300841226832       0.63129564702096252       0.75663075838834937       0.17889975785525336     
  0.25161681650476797        5624.1571994146743        9695.3245777850552        15319.481777199739       0.63287549270855770       0.75632300459527391       0.17649532737305584     
  0.25412359973748017        5573.7502565909626        9668.4409607077268        15242.191217298690       0.63432093344523888       0.75602784689890490       0.17407660853694129     
  0.25665535730324013        5523.9801388517026        9640.6008918834086        15164.581030735108       0.63573143711284441       0.75567384488131017       0.17183117332276696     
  0.25921233801387300        5473.5021946752022        9611.3568385461003        15084.859033221290       0.63715257911121803       0.75523805003637923       0.17003153253916886     
  0.26179479316004156        5421.3215000085374        9580.7276957898721        15002.049195798405       0.63862793480727476       0.75471604230187239       0.16882484695398825     
  0.26440297653594291        5366.6584539298292        9549.2415942630523        14915.900048192880       0.64020552319402146       0.75412445348226942       0.16811953210100616     
  0.26703714446424964        5309.0658076032323        9517.9066324754567        14826.972440078687       0.64193190288448021       0.75350489342671645       0.16760415792718253     
  0.26969755582130073        5249.0021325359967        9487.9985075792811        14737.000640115279       0.64382154410390680       0.75291370019470860       0.16688721034130649     
  0.27238447206254285        5188.2928503101257        9460.6964998841158        14648.989350194233       0.64582588421082265       0.75239920786368053       0.16565071100822992     
  0.27509815724822523        5129.2899572408623        9436.4822086050317        14565.772165845887       0.64785320689910852       0.75197732195738864       0.16375656820264786     
  0.27783887806935054        5073.2677453554097        9414.6781261573815        14487.945871512793       0.64982836142901224       0.75162319217691942       0.16127825286284070     
  0.28060690387388432        5020.1107650243539        9393.9125002111778        14414.023265235532       0.65172036476920980       0.75128749345131007       0.15841806138804684     
  0.28340250669322525        4968.8560022150386        9372.9103937144264        14341.766395929466       0.65353946891609394       0.75091594055955946       0.15545312819368079     
  0.28622596126894007        4918.1067025531393        9350.7387944571019        14268.845497010232       0.65532553396954041       0.75046430644066453       0.15276217659469274     
  0.28907754507976341        4866.5293297702819        9326.8226693676825        14193.351999137969       0.65712614398164337       0.74990714351664922       0.15071805630002141     
  0.29195753836886790        4812.9139868916955        9301.0783007077953        14113.992287599489       0.65899698052688427       0.74924256106549636       0.14947466169590090     
  0.29486622417140501        4756.4556820365515        9274.0697966603821        14030.525478696933       0.66099233494437160       0.74849703918820309       0.14885871921541172     
  0.29780388834232113        4696.7696581624905        9246.9180956431628        13943.687753805658       0.66316158672725567       0.74772020440856279       0.14841910411670320     
  0.30077081958445012        4636.7504765390668        9219.7998988103300        13856.550375349394       0.66537483349479409       0.74699184119637774       0.14772172091695379     
  0.30376730947688596        4583.9659879923574        9191.7277611627105        13775.693749155067       0.66724245824109485       0.74639929179060005       0.14659059655741760     
  0.30679365250363794        4533.6762213423999        9167.2577305926425        13700.933951935047       0.66909728656110390       0.74591694381506857       0.14465484906959084     
  0.30985014608257200        4486.9542446521809        9145.3734249453755        13632.327669597567       0.67085927264946321       0.74549779679548978       0.14201027253275941     
  0.31293709059463926        4443.0242725266544        9124.4365882827897        13567.460860809444       0.67252352388495629       0.74508857105859483       0.13891210291166664     
  0.31605478941339654        4401.2128499654191        9103.1933263448282        13504.406176310242       0.67409060476230875       0.74463513085931932       0.13575193237545602     
  0.31920354893482100        4345.3981816368369        9090.9775754637358        13436.375757100577       0.67659447307876341       0.74392096899578630       0.13225201303406864     
  0.32238367860742123        4275.4800420906877        9086.1829335193161        13361.662975610014       0.68001886816820378       0.74293273153304018       0.12894834664574992     
  0.32559549096264928        4202.7781307214727        9079.9992478643344        13282.777378585808       0.68359191674046293       0.74181524136988830       0.12671814705750556     
  0.32883930164561465        4126.8222408923511        9072.8138539866031        13199.636094878962       0.68735333222607287       0.74059214052086231       0.12532268675432759     
  0.33211542944610445        4046.5058400781991        9065.7143970643483        13112.220237142545       0.69139430493885423       0.73931753287833646       0.12407928657051910     
  0.33542419632991372        3960.7958246694384        9060.7035282850102        13021.499352954454       0.69582643923637133       0.73809600627944005       0.12230424059868979     
  0.33876592747048656        3872.7179718617454        9060.5104585005574        12933.228430362313       0.70056061464358865       0.73701844697420560       0.11957551293330068     
  0.34214095128087296        3787.1258794166074        9066.8446861269094        12853.970565543521       0.70537307051500353       0.73606957617064217       0.11561822871399137     
  0.34554959944600411        3704.2511335502145        9078.4497616814624        12782.700895231686       0.71021373621188177       0.73517785377887290       0.11049036018494553     
  0.34899220695528888        3623.1583608093133        9093.0256695203661        12716.184030329683       0.71507502941388446       0.73428286355323924       0.10464564989822034     
  0.35246911213553611        3565.4014768374964        9087.1747080636706        12652.576184901156       0.71820746820776094       0.73380475082693108       0.10013969985357776     
  0.35598065668420342        3515.9858225510516        9071.4954196426297        12587.481242193679       0.72067598315337777       0.73337232285143605        9.7117095348751292E-002
  0.35952718570297804        3464.2659412095463        9053.8069935284784        12518.072934738029       0.72325884668748741       0.73281111398859788        9.5715811089069361E-002
  0.36310904773169234        3410.6679885854769        9033.3220218028928        12443.990010388374       0.72591845656110143       0.73213387083071169        9.6030807177130056E-002
  0.36672659478257735        3353.9887287977217        9010.0360587530322        12364.024787550763       0.72873002226792405       0.73135278636400380        9.7190516857178763E-002
  0.37038018237485654        3292.0112181373929        8985.3022285774441        12277.313446714830       0.73186224881973150       0.73057091220520598        9.7999909634796420E-002
  0.37407016956968542        3223.2632136167213        8962.2811806952850        12185.544394312003       0.73548467681745266       0.72996079651522239        9.7783178891836825E-002
  0.37779691900543833        3153.9002219769277        8945.9949641881940        12099.895186165128       0.73934483121944194       0.72962245146032290        9.6127986615446304E-002
  0.38156079693334782        3090.6526202208706        8938.0940773509883        12028.746697571858       0.74306112698800497       0.72942542122011089        9.2801735806811420E-002
  0.38536217325349825        3030.7735030350386        8933.7697433119938        11964.543246347037       0.74668707023476333       0.72921503453124548        8.8280031834490610E-002
  0.38920142155117748        2972.8885190258175        8930.2743274705645        11903.162846496387       0.75024381692796283       0.72891955376903039        8.3225846821876878E-002
  0.39307891913359261        2916.4886221475554        8927.3712127514245        11843.859834898978       0.75375522314491916       0.72841998139788600        7.8698196490096642E-002
  0.39699504706694977        2858.7907245351153        8923.1693794062030        11781.960103941317       0.75735864836456301       0.72769149813945133        7.5951932175759226E-002
  0.40095019021390377        2803.2705577724687        8912.3167288185014        11715.587286590966       0.76072300182672548       0.72682320145786694        7.5760515088097599E-002
  0.40494473727138142        2756.6303036939976        8886.2892591610453        11642.919562855039       0.76323547639300005       0.72597272217230968        7.8044606231156763E-002
