! File to summarize composition
! # name	  refr_index_table_name volume_fraction	rule(mix/add) Mdust/MH
1 silicates Sil_OH94 0.75 mix plaw 1.0 5.0E-03 0.25
2 carbonaceous aC_Preibisch1993 0.25 mix plaw 1.0 5.0E-03 0.25
3 ices Dirty_ice_Hudgins_weak 0.90 mix plaw 1.0 5.0E-03 0.25
