  3.100000E-004   6.976965E-032
  3.387218E-004   7.937032E-032
  3.701048E-004   9.028842E-032
  4.043954E-004   1.027039E-031
  4.418630E-004   1.168209E-031
  4.828021E-004   1.328713E-031
  5.275343E-004   1.511183E-031
  5.764109E-004   1.718602E-031
  6.298160E-004   1.954357E-031
  6.881691E-004   2.222287E-031
  7.519287E-004   2.526741E-031
  8.215957E-004   2.872651E-031
  8.977175E-004   3.265598E-031
  9.808919E-004   3.711903E-031
  1.071773E-003   4.218717E-031
  1.171074E-003   4.794129E-031
  1.279575E-003   5.447278E-031
  1.398129E-003   6.188489E-031
  1.527667E-003   7.029415E-031
  1.669207E-003   7.983201E-031
  1.823861E-003   9.064660E-031
  1.992843E-003   1.029047E-030
  2.177482E-003   1.167939E-030
  2.379228E-003   1.325250E-030
  2.599667E-003   1.503347E-030
  2.840528E-003   1.704881E-030
  3.103706E-003   1.932821E-030
  3.391268E-003   2.190487E-030
  3.705473E-003   2.481582E-030
  4.048789E-003   2.810231E-030
  4.423914E-003   3.181024E-030
  4.833794E-003   3.599049E-030
  5.281650E-003   4.069944E-030
  5.771001E-003   4.599933E-030
  6.305690E-003   5.195875E-030
  6.889919E-003   5.865301E-030
  7.528278E-003   6.616463E-030
  8.225781E-003   7.458364E-030
  8.987908E-003   8.400798E-030
  9.820647E-003   9.454376E-030
  1.073054E-002   1.063055E-029
  1.172474E-002   1.194161E-029
  1.281105E-002   1.340072E-029
  1.399800E-002   1.502185E-029
  1.529493E-002   1.681979E-029
  1.671203E-002   1.881009E-029
  1.826041E-002   2.100898E-029
  1.995226E-002   2.343332E-029
  2.180086E-002   2.610045E-029
  2.382073E-002   2.902809E-029
  2.602775E-002   3.223418E-029
  2.843925E-002   3.573669E-029
  3.107417E-002   3.955349E-029
  3.395323E-002   4.370204E-029
  3.709903E-002   4.819924E-029
  4.053630E-002   5.306116E-029
  4.429203E-002   5.830272E-029
  4.839573E-002   6.393741E-029
  5.287965E-002   6.997692E-029
  5.777901E-002   7.643071E-029
  6.313229E-002   8.330547E-029
  6.898157E-002   9.060443E-029
  7.537279E-002   9.832647E-029
  8.235616E-002   1.064648E-028
  8.998654E-002   1.150055E-028
  9.832389E-002   1.239248E-028
  1.074337E-001   1.331865E-028
  1.173876E-001   1.427371E-028
  1.282636E-001   1.525002E-028
  1.401474E-001   1.623690E-028
  1.531322E-001   1.721959E-028
  1.673201E-001   1.817795E-028
  1.828225E-001   1.908495E-028
  1.997612E-001   1.990474E-028
  2.182692E-001   2.059079E-028
  2.384921E-001   2.108419E-028
  2.605887E-001   2.131286E-028
  2.847325E-001   2.119296E-028
  3.111133E-001   2.063419E-028
  3.399383E-001   1.955139E-028
  3.714339E-001   1.788482E-028
  4.058476E-001   1.562971E-028
  4.434499E-001   1.287090E-028
  4.845360E-001   9.809529E-029
  5.294288E-001   6.758513E-029
  5.784809E-001   4.081854E-029
  6.320778E-001   2.075880E-029
  6.906405E-001   8.434533E-030
  7.546290E-001   2.556298E-030
  8.245462E-001   5.283182E-031
  9.009413E-001   6.622596E-032
  9.844145E-001   4.320713E-033
  1.075622E+000   1.201434E-034
  1.175279E+000   1.096877E-036
  1.284170E+000   2.338850E-039
  1.403150E+000   7.466539E-043
  1.533153E+000   1.997195E-047
  1.675201E+000   2.098237E-053
  1.830410E+000   3.220570E-061
  2.000000E+000   1.986560E-071
