3.100000E-004 1.80319e-21 -1
3.442734E-004 1.47723e-21 -1
3.823361E-004 1.21017e-21 -1
4.246069E-004 9.91378e-22 -1
4.715512E-004 8.12124e-22 -1
5.236857E-004 6.65266e-22 -1
5.815841E-004 5.44952e-22 -1
6.458837E-004 4.46384e-22 -1
7.172922E-004 3.65633e-22 -1
7.965956E-004 2.99481e-22 -1
8.846667E-004 2.45287e-22 -1
9.824750E-004 2.00892e-22 -1
1.091097E-003 1.64525e-22 -1
1.211728E-003 1.34734e-22 -1
1.345696E-003 1.10331e-22 -1
1.494475E-003 9.03426e-23 -1
1.659704E-003 7.397e-23 -1
1.843199E-003 6.05601e-23 -1
2.046982E-003 4.95768e-23 -1
2.273296E-003 4.05816e-23 -1
2.524630E-003 3.3215e-23 -1
2.803751E-003 2.71825e-23 -1
3.113733E-003 2.22427e-23 -1
3.457985E-003 1.81979e-23 -1
3.840298E-003 1.48864e-23 -1
4.264879E-003 1.21753e-23 -1
4.736402E-003 9.95596e-24 -1
5.260055E-003 8.13945e-24 -1
5.841604E-003 6.65277e-24 -1
6.487449E-003 5.43621e-24 -1
7.204697E-003 4.44082e-24 -1
8.001244E-003 3.62652e-24 -1
8.885857E-003 2.96049e-24 -1
9.868272E-003 2.41584e-24 -1
1.095930E-002 1.97054e-24 -1
1.217096E-002 1.60655e-24 -1
1.351657E-002 1.30912e-24 -1
1.501096E-002 1.06615e-24 -1
1.667056E-002 8.67721e-25 -1
1.851365E-002 7.05741e-25 -1
2.056050E-002 5.73566e-25 -1
2.283366E-002 4.65762e-25 -1
2.535814E-002 3.77881e-25 -1
2.816172E-002 3.06283e-25 -1
3.127526E-002 2.47987e-25 -1
3.473304E-002 2.00556e-25 -1
3.857310E-002 1.61994e-25 -1
4.283772E-002 1.30672e-25 -1
4.757383E-002 1.05253e-25 -1
5.283357E-002 8.46474e-26 -1
5.867482E-002 6.79629e-26 -1
6.516187E-002 5.44703e-26 -1
7.236613E-002 4.35744e-26 -1
8.036689E-002 3.47886e-26 -1
8.925220E-002 2.7716e-26 -1
9.911988E-002 2.20326e-26 -1
1.100785E-001 1.74743e-26 -1
1.222487E-001 1.38259e-26 -1
1.357645E-001 1.0912e-26 -1
1.507745E-001 8.59028e-27 -1
1.674441E-001 6.74479e-27 -1
1.859566E-001 5.28162e-27 -1
2.065158E-001 4.12465e-27 -1
2.293481E-001 3.2123e-27 -1
2.547047E-001 2.49489e-27 -1
2.828647E-001 1.93238e-27 -1
3.141381E-001 1.49262e-27 -1
3.488690E-001 1.14984e-27 -1
3.874397E-001 8.8344e-28 -1
4.302749E-001 6.77002e-28 -1
4.778458E-001 5.17498e-28 -1
5.306762E-001 3.94606e-28 -1
5.893474E-001 3.00188e-28 -1
6.545053E-001 2.27841e-28 -1
7.268670E-001 1.7255e-28 -1
8.072290E-001 1.30402e-28 -1
8.964758E-001 9.83475e-29 -1
9.955897E-001 7.40259e-29 -1
1.105661E+000 5.56114e-29 -1
1.227903E+000 4.16973e-29 -1
1.363659E+000 3.12039e-29 -1
1.514424E+000 2.33042e-29 -1
1.681858E+000 1.7367e-29 -1
1.867803E+000 1.29115e-29 -1
2.074307E+000 9.5726e-30 -1
2.303641E+000 7.07389e-30 -1
2.558330E+000 5.20626e-30 -1
2.841178E+000 3.81205e-30 -1
3.155297E+000 2.77267e-30 -1
3.504144E+000 1.99904e-30 -1
3.891561E+000 1.42447e-30 -1
4.321809E+000 9.99174e-31 -1
4.799626E+000 6.86062e-31 -1
5.330270E+000 4.57613e-31 -1
5.919581E+000 2.93415e-31 -1
6.574047E+000 1.78261e-31 -1
7.300870E+000 1.00609e-31 -1
8.108050E+000 5.13405e-32 -1
9.004471E+000 2.28245e-32 -1
1.000000E+001 8.40167e-33 -1
