   3.0999999999999995E-004   19.038384166808669     
   3.2095249174114883E-004   18.800404435576635     
   3.3229194178984627E-004   18.427293451518409     
   3.4403202162243857E-004   17.927041760371601     
   3.5618688573698900E-004   17.310306871745453     
   3.6877118871873069E-004   16.590023912409414     
   3.8180010290845867E-004   15.780944530376100     
   3.9528933669515115E-004   14.899126778284947     
   4.0925515345488663E-004   13.961400365996166     
   4.2371439115887786E-004   12.984831840437284     
   4.3868448267427674E-004   11.986212981479815     
   4.5418347678221282E-004   10.981593153427744     
   4.7023005993841759E-004   9.9858727638136529     
   4.8684357880266149E-004   9.0124706556096292     
   5.0404406356416959E-004   8.0730735286677113     
   5.2185225209114337E-004   7.1774706877059371     
   5.4028961493349248E-004   6.3334728607782091     
   5.5937838120893673E-004   5.5469097916010259     
   5.7914156540367270E-004   4.8216979868606931     
   5.9960299511993000E-004   4.1599675292848932     
   6.2078733980386336E-004   3.5622353079092903     
   6.4272014048841685E-004   3.0276113570596253     
   6.6542784058702860E-004   2.5540251623272541     
   6.8893781777528665E-004   2.1384596645478511     
   7.1327841699899363E-004   1.7771821184604777     
   7.3847898464841693E-004   1.4659627720789106     
   7.6456990393994621E-004   1.2002743555367408     
   7.9158263154779538E-004  0.97546744589713619     
   8.1954973552993777E-004  0.78691877068220473     
   8.4850493459397863E-004  0.63015131971566696     
   8.7848313875031614E-004  0.50092667598011975     
   9.0952049140161171E-004  0.39531120696649230     
   9.4165441291929500E-004  0.30971866301522483     
   9.7492364575966703E-004  0.24093231777383187     
   1.0093683011739686E-003  0.18611008672430682     
   1.0450299075687613E-003  0.14277611463373091     
   1.0819514605748916E-003  0.10880218108183758     
   1.1201774748854415E-003   8.2381986532475193E-002
   1.1597540379251327E-003   6.2000999402809391E-002
   1.2007288654159037E-003   4.6404111810737475E-002
   1.2431513589056687E-003   3.4562905594393949E-002
   1.2870726653295794E-003   2.5643900129308797E-002
   1.3325457386756476E-003   1.8978760509787428E-002
   1.3796254038290288E-003   1.4037102207238531E-002
   1.4283684226719859E-003   1.0402243073154472E-002
   1.4788335625191898E-003   7.7500267922868604E-003
   1.5310816669708857E-003   5.8306708049623134E-003
   1.5851757292693470E-003   4.4534707185880373E-003
   1.6411809682470640E-003   3.4741151065872428E-003
   1.6991649069582164E-003   2.7843214742047434E-003
   1.7591974540882480E-003   2.3034882548189110E-003
   1.8213509882397069E-003   1.9720617805580494E-003
   1.8857004451959289E-003   1.7463349546598568E-003
   1.9523234082678312E-003   1.5944206187626037E-003
   2.0213002018326862E-003   1.4931732345003482E-003
   2.0927139881777028E-003   1.4258644008794984E-003
   2.1666508677651341E-003   1.3804487393716089E-003
   2.2431999830398136E-003   1.3482853967962585E-003
   2.3224536259042940E-003   1.3232060498695720E-003
   2.4045073489911291E-003   1.3008425102675734E-003
   2.4894600808664769E-003   1.2781458139652056E-003
   2.5774142453039283E-003   1.2530442331423110E-003
   2.6684758847723526E-003   1.2242002948007384E-003
   2.7627547882866244E-003   1.1908370047235238E-003
   2.8603646237754300E-003   1.1526114449705337E-003
   2.9614230751256712E-003   1.1095201034390060E-003
