3.100000E-004 2.34197e-21
3.387218E-004 2.04234e-21
3.701048E-004 1.78098e-21
4.043954E-004 1.55299e-21
4.418630E-004 1.35412e-21
4.828021E-004 1.18066e-21
5.275343E-004 1.02935e-21
5.764109E-004 8.97385e-22
6.298160E-004 7.82281e-22
6.881691E-004 6.81891e-22
7.519287E-004 5.94334e-22
8.215957E-004 5.17975e-22
8.977175E-004 4.51381e-22
9.808919E-004 3.93308e-22
1.071773E-003 3.42667e-22
1.171074E-003 2.98508e-22
1.279575E-003 2.60005e-22
1.398129E-003 2.26435e-22
1.527667E-003 1.97166e-22
1.669207E-003 1.71651e-22
1.823861E-003 1.49409e-22
1.992843E-003 1.30022e-22
2.177482E-003 1.13124e-22
2.379228E-003 9.83988e-23
2.599667E-003 8.5567e-23
2.840528E-003 7.4387e-23
3.103706E-003 6.46472e-23
3.391268E-003 5.61635e-23
3.705473E-003 4.8775e-23
4.048789E-003 4.23415e-23
4.423914E-003 3.67407e-23
4.833794E-003 3.18657e-23
5.281650E-003 2.76236e-23
5.771001E-003 2.39331e-23
6.305690E-003 2.07234e-23
6.889919E-003 1.79328e-23
7.528278E-003 1.55074e-23
8.225781E-003 1.34002e-23
8.987908E-003 1.15703e-23
9.820647E-003 9.98189e-24
1.073054E-002 8.60381e-24
1.172474E-002 7.40889e-24
1.281105E-002 6.37344e-24
1.399800E-002 5.47678e-24
1.529493E-002 4.70087e-24
1.671203E-002 4.02998e-24
1.826041E-002 3.45043e-24
1.995226E-002 2.95024e-24
2.180086E-002 2.51899e-24
2.382073E-002 2.1476e-24
2.602775E-002 1.82813e-24
2.843925E-002 1.55367e-24
3.107417E-002 1.31821e-24
3.395323E-002 1.1165e-24
3.709903E-002 9.43958e-25
4.053630E-002 7.96608e-25
4.429203E-002 6.70984e-25
4.839573E-002 5.64071e-25
5.287965E-002 4.73248e-25
5.777901E-002 3.96239e-25
6.313229E-002 3.31069e-25
6.898157E-002 2.76026e-25
7.537279E-002 2.29629e-25
8.235616E-002 1.90598e-25
8.998654E-002 1.57829e-25
9.832389E-002 1.30371e-25
1.074337E-001 1.07408e-25
1.173876E-001 8.8241e-26
1.282636E-001 7.22703e-26
1.401474E-001 5.89859e-26
1.531322E-001 4.79538e-26
1.673201E-001 3.88062e-26
1.828225E-001 3.12322e-26
1.997612E-001 2.49703e-26
2.182692E-001 1.98014e-26
2.384921E-001 1.5543e-26
2.605887E-001 1.20441e-26
2.847325E-001 9.1808e-27
3.111133E-001 6.85223e-27
3.399383E-001 4.97711e-27
3.714339E-001 3.49012e-27
4.058476E-001 2.33809e-27
4.434499E-001 1.47596e-27
4.845360E-001 8.62323e-28
5.294288E-001 4.55437e-28
5.784809E-001 2.10858e-28
6.320778E-001 8.22036e-29
6.906405E-001 2.56038e-29
7.546290E-001 5.94855e-30
8.245462E-001 9.42433e-31
9.009413E-001 9.05605e-32
9.844145E-001 4.5292e-33
1.075622E+000 9.6543e-35
1.175279E+000 6.75671e-37
1.284170E+000 1.10442e-39
1.403150E+000 2.70276e-43
1.533153E+000 5.54197e-48
1.675201E+000 4.46328e-54
1.830410E+000 5.25155e-62
2.000000E+000 2.4832e-72
