6.000000E-004 1.17633e-29
6.512322E-004 1.23715e-29
7.068390E-004 1.30164e-29
7.671939E-004 1.37059e-29
8.327023E-004 1.44551e-29
9.038043E-004 1.52911e-29
9.809775E-004 1.62611e-29
1.064740E-003 1.7442e-29
1.155655E-003 1.89486e-29
1.254333E-003 2.09376e-29
1.361437E-003 2.35981e-29
1.477686E-003 2.71242e-29
1.603861E-003 3.16653e-29
1.740810E-003 3.72596e-29
1.889453E-003 4.37688e-29
2.050788E-003 5.0837e-29
2.225899E-003 5.79015e-29
2.415962E-003 6.42691e-29
2.622253E-003 6.92499e-29
2.846160E-003 7.23148e-29
3.089185E-003 7.32281e-29
3.352961E-003 7.21104e-29
3.639261E-003 6.94082e-29
3.950007E-003 6.57817e-29
4.287286E-003 6.19509e-29
4.653365E-003 5.85478e-29
5.050702E-003 5.60175e-29
5.481966E-003 5.45848e-29
5.950055E-003 5.42791e-29
6.458113E-003 5.49943e-29
7.009552E-003 5.65578e-29
7.608077E-003 5.87868e-29
8.257708E-003 6.15244e-29
8.962809E-003 6.46543e-29
9.728117E-003 6.81015e-29
1.055877E-002 7.18245e-29
1.146035E-002 7.58061e-29
1.243892E-002 8.00448e-29
1.350104E-002 8.45487e-29
1.465386E-002 8.93316e-29
1.590511E-002 9.44108e-29
1.726320E-002 9.98061e-29
1.873725E-002 1.05539e-28
2.033717E-002 1.11634e-28
2.207370E-002 1.18117e-28
2.395851E-002 1.25014e-28
2.600425E-002 1.32357e-28
2.822468E-002 1.40178e-28
3.063470E-002 1.48511e-28
3.325051E-002 1.57396e-28
3.608967E-002 1.66873e-28
3.917126E-002 1.76988e-28
4.251598E-002 1.87789e-28
4.614630E-002 1.99328e-28
5.008659E-002 2.11663e-28
5.436334E-002 2.24856e-28
5.900526E-002 2.38976e-28
6.404355E-002 2.54095e-28
6.951204E-002 2.70294e-28
7.544746E-002 2.8766e-28
8.188970E-002 3.06288e-28
8.888202E-002 3.26282e-28
9.647139E-002 3.47754e-28
1.047088E-001 3.70828e-28
1.136496E-001 3.95638e-28
1.233538E-001 4.22332e-28
1.338866E-001 4.51068e-28
1.453188E-001 4.82023e-28
1.577271E-001 5.14886e-28
1.711950E-001 5.47245e-28
1.858128E-001 5.77442e-28
2.016788E-001 6.03667e-28
2.188996E-001 6.2058e-28
2.375907E-001 6.22565e-28
2.578779E-001 6.06379e-28
2.798973E-001 5.70191e-28
3.037970E-001 5.14445e-28
3.297373E-001 4.42407e-28
3.578926E-001 3.60055e-28
3.884520E-001 2.75129e-28
4.216207E-001 1.95551e-28
4.576217E-001 1.27744e-28
4.966966E-001 7.54742e-29
5.391081E-001 3.94685e-29
5.851409E-001 1.77654e-29
6.351044E-001 6.65106e-30
6.893341E-001 1.98903e-30
7.481943E-001 4.53417e-31
8.120804E-001 7.46317e-32
8.814215E-001 8.32573e-33
9.566835E-001 5.84288e-34
1.038372E+000 2.36206e-35
1.127035E+000 4.95643e-37
1.223270E+000 4.77248e-39
1.327721E+000 1.82276e-41
1.441091E+000 2.32437e-44
1.564142E+000 8.07337e-48
1.697699E+000 6.00487e-52
1.842661E+000 7.19852e-57
2.000000E+000 9.94329e-63
